"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-02","14.76",",,W","0.01",",,W,2400","0.0",",,W","46","H,,S","51",",,W","41",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-03","6.04",",,W","0.00",",,W,2400","0.0",",,W","48","H,,S","56",",,W","35",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-04","11.18",",,W","0.00",",,W,2400","0.0",",,W","49","H,,S","54",",,W","43",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-05","13.42",",,W","0.00","T,,W,2400","0.0",",,W","49","H,,S","61",",,W","41",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-06","12.53",",,W","0.11",",,W,2400","0.0",",,W","51","H,,S","58",",,W","44",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-07","8.50",",,W","0.00",",,W,2400","0.0",",,W","48","H,,S","59",",,W","36",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-08","6.93",",,W","0.02",",,W,2400","0.0",",,W","46","H,,S","57",",,W","34",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-09","6.71",",,W","0.13",",,W,2400","0.0",",,W","48","H,,S","61",",,W","42",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-10","7.61",",,W","0.87",",,W,2400","0.0",",,W","55","H,,S","67",",,W","44",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-11","9.17",",,W","0.00","T,,W,2400","0.0",",,W","55","H,,S","65",",,W","49",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-12","6.04",",,W","0.00",",,W,2400","0.0",",,W","59","H,,S","73",",,W","45",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-13","8.72",",,W","0.00",",,W,2400","0.0",",,W","62","H,,S","82",",,W","47",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-14","7.83",",,W","0.00",",,W,2400","0.0",",,W","62","H,,S","71",",,W","51",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-15","8.95",",,W","0.02",",,W,2400","0.0",",,W","62","H,,S","82",",,W","50",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-16","14.54",",,W","0.00",",,W,2400","0.0",",,W","74","H,,S","87",",,W","61",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-17","20.13",",,W","0.37",",,W,2400","0.0",",,W","78","H,,S","84",",,W","62",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-18","19.01",",,W","0.00",",,W,2400","0.0",",,W","74","H,,S","78",",,W","48",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-19","16.11",",,W","0.23",",,W,2400","0.0",",,W","48","H,,S","50",",,W","43",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-20","10.51",",,W","0.34",",,W,2400","0.0",",,W","51","H,,S","64",",,W","48",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-21","12.75",",,W","0.05",",,W,2400","0.0",",,W","61","H,,S","65",",,W","51",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-22","12.75",",,W","0.01",",,W,2400","0.0",",,W","58","H,,S","73",",,W","48",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-23","6.71",",,W","0.33",",,W,2400","0.0",",,W","61","H,,S","62",",,W","55",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-24","14.09",",,W","0.17",",,W,2400","0.0",",,W","57","H,,S","62",",,W","53",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-25","8.72",",,W","0.00",",,W,2400","0.0",",,W","59","H,,S","69",",,W","52",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-26","7.61",",,W","0.53",",,W,2400","0.0",",,W","60","H,,S","71",",,W","52",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-27","5.37",",,W","0.00",",,W,2400","0.0",",,W","62","H,,S","78",",,W","52",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-28","6.93",",,W","0.00","T,,W,2400","0.0",",,W","68","H,,S","77",",,W","56",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-29","11.63",",,W","0.00",",,W,2400","0.0",",,W","69","H,,S","77",",,W","55",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-30","11.63",",,W","0.00","T,,W,2400","0.0",",,W","64","H,,S","74",",,W","54",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-05-31","10.51",",,W","0.00",",,W,2400","0.0",",,W","64","H,,S","74",",,W","52",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-01","4.70",",,W","0.00",",,W,2400","0.0",",,W","66","H,,S","81",",,W","51",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-02","5.37",",,W","0.00",",,W,2400","0.0",",,W","71","H,,S","86",",,W","53",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-03","6.04",",,W","0.00","T,,W,2400","0.0",",,W","73","H,,S","84",",,W","57",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-04","8.50",",,W","0.00",",,W,2400","0.0",",,W","80","H,,S","92",",,W","66",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-05","14.09",",,W","0.00",",,W,2400","0.0",",,W","70","H,,S","75",",,W","59",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-06","13.87",",,W","0.00",",,W,2400","0.0",",,W","65","H,,S","76",",,W","54",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-07","8.05",",,W","0.00",",,W,2400","0.0",",,W","67","H,,S","77",",,W","56",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-08","4.25",",,W","0.06",",,W,2400","0.0",",,W","69","H,,S","83",",,W","53",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-09","8.95",",,W","0.00","T,,W,2400","0.0",",,W","74","H,,S","87",",,W","65",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-10","14.09",",,W","0.00",",,W,2400","0.0",",,W","76","H,,S","90",",,W","64",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-11","14.99",",,W","0.00",",,W,2400","0.0",",,W","82","H,,S","93",",,W","73",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-12","11.63",",,W","0.00",",,W,2400","0.0",",,W","85","H,,S","95",",,W","73",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-13","6.93",",,W","0.00",",,W,2400","0.0",",,W","80","H,,S","88",",,W","68",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-14","9.84",",,W","0.59",",,W,2400","0.0",",,W","77","H,,S","92",",,W","68",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-15","7.83",",,W","0.07",",,W,2400","0.0",",,W","76","H,,S","91",",,W","68",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-16","10.29",",,W","0.22",",,W,2400","0.0",",,W","77","H,,S","86",",,W","67",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-17","8.50",",,W","0.42",",,W,2400","0.0",",,W","78","H,,S","87",",,W","69",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-18","13.65",",,W","0.00","T,,W,2400","0.0",",,W","74","H,,S","79",",,W","69",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-19","10.07",",,W","0.03",",,W,2400","0.0","T,,W","70","H,,S","80",",,W","62",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-20","9.62",",,W","0.00","T,,W,2400","0.0",",,W","67","H,,S","80",",,W","58",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-21","7.16",",,W","0.00",",,W,2400","0.0",",,W","68","H,,S","80",",,W","55",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-22","14.54",",,W","0.00","T,,W,2400","0.0",",,W","78","H,,S","88",",,W","68",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-23","12.30",",,W","0.71",",,W,2400","0.0",",,W","77","H,,S","83",",,W","66",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-24","12.30",",,W","0.02",",,W,2400","0.0",",,W","70","H,,S","75",",,W","59",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-25","12.75",",,W","0.00",",,W,2400","0.0",",,W","64","H,,S","72",",,W","54",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-26","12.30",",,W","0.00",",,W,2400","0.0",",,W","64","H,,S","75",",,W","54",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-27","6.71",",,W","0.00",",,W,2400","0.0",",,W","65","H,,S","78",",,W","50",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-28","15.21",",,W","1.30",",,W,2400","0.0",",,W","68","H,,S","80",",,W","58",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-29","11.41",",,W","0.02",",,W,2400","0.0",",,W","74","H,,S","81",",,W","66",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-06-30","6.49",",,W","0.00",",,W,2400","0.0",",,W","73","H,,S","84",",,W","64",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-01","10.51",",,W","0.00",",,W,2400","0.0",",,W","75","H,,S","82",",,W","66",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-02","9.62",",,W","0.00",",,W,2400","0.0",",,W","74","H,,S","89",",,W","62",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-03","8.72",",,W","0.04",",,W,2400","0.0",",,W","73","H,,S","80",",,W","66",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-04","7.38",",,W","0.00",",,W,2400","0.0",",,W","72","H,,S","83",",,W","64",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-05","5.82",",,W","0.00",",,W,2400","0.0",",,W","76","H,,S","89",",,W","65",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-06","7.16",",,W","0.00",",,W,2400","0.0",",,W","81","H,,S","93",",,W","69",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-07","8.50",",,W","0.00","T,,W,2400","0.0",",,W","81","H,,S","89",",,W","63",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-08","6.71",",,W","0.00",",,W,2400","0.0",",,W","71","H,,S","80",",,W","62",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-09","8.28",",,W","0.00",",,W,2400","0.0",",,W","73","H,,S","86",",,W","63",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-10","6.71",",,W","0.73",",,W,2400","0.0",",,W","77","H,,S","84",",,W","67",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-11","5.59",",,W","0.56",",,W,2400","0.0",",,W","76","H,,S","85",",,W","70",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-12","10.51",",,W","1.77",",,W,2400","0.0","T,,W","75","H,,S","81",",,W","68",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-13","10.51",",,W","0.00","T,,W,2400","0.0",",,W","78","H,,S","83",",,W","72",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-14","8.72",",,W","0.00",",,W,2400","0.0",",,W","71","H,,S","73",",,W","63",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-15","5.82",",,W","0.00",",,W,2400","0.0",",,W","70","H,,S","81",",,W","60",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-16","11.63",",,W","0.00","T,,W,2400","0.0",",,W","72","H,,S","78",",,W","60",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-17","6.26",",,W","0.00",",,W,2400","0.0",",,W","67","H,,S","79",",,W","56",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-18","4.03",",,W","0.00",",,W,2400","0.0",",,W","74","H,,S","89",",,W","60",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-19","7.61",",,W","0.48",",,W,2400","0.0",",,W","80","H,,S","88",",,W","70",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-20","7.83",",,W","1.77",",,W,2400","0.0",",,W","77","H,,S","88",",,W","69",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-21","6.93",",,W","1.43",",,W,2400","0.0","T,,W","80","H,,S","89",",,W","72",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-22","8.50",",,W","0.66",",,W,2400","0.0",",,W","77","H,,S","88",",,W","72",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-23","5.82",",,W","0.21",",,W,2400","0.0",",,W","79","H,,S","90",",,W","70",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-24","10.96",",,W","0.00",",,W,2400","0.0",",,W","71","H,,S","74",",,W","66",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-25","8.05",",,W","0.00",",,W,2400","0.0",",,W","71","H,,S","82",",,W","61",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-26","7.16",",,W","0.03",",,W,2400","0.0",",,W","75","H,,S","85",",,W","65",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-27","11.18",",,W","0.00","T,,W,2400","0.0",",,W","78","H,,S","82",",,W","70",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-28","13.87",",,W","0.00",",,W,2400","0.0",",,W","74","H,,S","79",",,W","67",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-29","9.84",",,W","0.00",",,W,2400","0.0",",,W","72","H,,S","79",",,W","64",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-30","5.14",",,W","0.00",",,W,2400","0.0",",,W","73","H,,S","84",",,W","62",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-07-31","2.91",",,W","0.00",",,W,2400","0.0",",,W","76","H,,S","86",",,W","65",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-01","5.37",",,W","0.92",",,W,2400","0.0",",,W","76","H,,S","86",",,W","67",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-02","6.93",",,W","0.00","T,,W,2400","0.0",",,W","77","H,,S","87",",,W","66",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-03","9.17",",,W","0.88",",,W,2400","0.0",",,W","75","H,,S","84",",,W","61",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-04","13.87",",,W","0.00","T,,W,2400","0.0",",,W","63","H,,S","68",",,W","56",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-05","7.38",",,W","0.00",",,W,2400","0.0",",,W","68","H,,S","80",",,W","60",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-06","4.03",",,W","0.00",",,W,2400","0.0",",,W","71","H,,S","77",",,W","63",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-07","7.83",",,W","0.00","T,,W,2400","0.0",",,W","69","H,,S","76",",,W","61",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-08","5.59",",,W","0.00",",,W,2400","0.0",",,W","70","H,,S","84",",,W","58",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-09","5.14",",,W","0.00",",,W,2400","0.0",",,W","73","H,,S","83",",,W","61",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-10","8.28",",,W","0.03",",,W,2400","0.0",",,W","74","H,,S","84",",,W","62",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-11","9.40",",,W","0.00",",,W,2400","0.0",",,W","71","H,,S","78",",,W","65",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-12","7.38",",,W","0.00",",,W,2400","0.0",",,W","68","H,,S","77",",,W","60",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-13","4.03",",,W","0.00","T,,W,2400","0.0",",,W","69","H,,S","80",",,W","57",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-14","4.25",",,W","0.00",",,W,2400","0.0",",,W","72","H,,S","83",",,W","62",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-15","7.61",",,W","0.00",",,W,2400","0.0",",,W","75","H,,S","84",",,W","68",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-16","8.05",",,W","0.17",",,W,2400","0.0",",,W","75","H,,S","88",",,W","67",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-17","14.32",",,W","0.02",",,W,2400","0.0",",,W","77","H,,S","82",",,W","72",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-18","10.96",",,W","0.00",",,W,2400","0.0",",,W","74","H,,S","82",",,W","67",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-19","4.92",",,W","0.00",",,W,2400","0.0",",,W","74","H,,S","86",",,W","63",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-20","5.82",",,W","0.00","T,,W,2400","0.0",",,W","75","H,,S","90",",,W","63",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-21","8.50",",,W","0.03",",,W,2400","0.0",",,W","78","H,,S","87",",,W","71",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-22","13.42",",,W","0.02",",,W,2400","0.0",",,W","76","H,,S","82",",,W","64",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-23","9.17",",,W","0.00",",,W,2400","0.0",",,W","70","H,,S","79",",,W","60",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-24","8.50",",,W","0.00",",,W,2400","0.0",",,W","67","H,,S","75",",,W","56",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-25","5.37",",,W","0.00",",,W,2400","0.0",",,W","64","H,,S","74",",,W","52",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-26","7.16",",,W","0.00","T,,W,2400","0.0",",,W","67","H,,S","78",",,W","56",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-27","8.50",",,W","0.01",",,W,2400","0.0",",,W","68","H,,S","78",",,W","62",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-28","5.82",",,W","0.36",",,W,2400","0.0",",,W","70","H,,S","80",",,W","64",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-29","5.37",",,W","0.07",",,W,2400","0.0",",,W","68","H,,S","76",",,W","61",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-30","5.59",",,W","0.00",",,W,2400","0.0",",,W","70","H,,S","82",",,W","60",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-08-31","13.42",",,W","0.00",",,W,2400","0.0",",,W","69","H,,S","73",",,W","64",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-09-01","11.86",",,W","0.00",",,W,2400","0.0",",,W","64","H,,S","69",",,W","50",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-09-02","4.70",",,W","0.25",",,W,2400","0.0",",,W","62","H,,S","75",",,W","50",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-09-03","7.38",",,W","0.00",",,W,2400","0.0",",,W","68","H,,S","84",",,W","57",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-09-04","12.75",",,W","0.00","T,,W,2400","0.0",",,W","73","H,,S","82",",,W","62",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-09-05","12.53",",,W","0.00","T,,W,2400","0.0",",,W","63","H,,S","70",",,W","54",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-09-06","10.29",",,W","0.00","T,,W,2400","0.0",",,W","58","H,,S","67",",,W","49",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-09-07","8.50",",,W","0.00",",,W,2400","0.0",",,W","60","H,,S","71",",,W","52",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-09-08","7.38",",,W","0.00","T,,W,2400","0.0",",,W","62","H,,S","69",",,W","58",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2017-09-09","8.28",",,W","0.00",",,W,2400","0.0",",,W","63","H,,S","72",",,W","54",",,W"
